X,Y,fid,ObjectID,Rodzaj_inw,Możliwoś,Powierzchn,Pojemnoś_,Subiektywn,Rodzaj_obi,Przeznacze,Województ,Powiat,Adres,x,y,ObjectId2,Gmina,Miejscowosc
2126969.45552496,6588341.24740218,23220,123036,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,170,144,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Racławicka 37, 42-217, Częstochowa, Śląskie, POL",19.1068917075345,50.8133362315007,164507,,
2127779.59415049,6588210.20858473,23223,123264,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,81,102,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana Kilińskiego 4/6, 42-202, Częstochowa, Woj. Śląskie, POL",19.1141693066302,50.8125924498643,164513,,
2126757.75840003,6587941.15005944,23225,11323,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,130,100,5,[2] - (U) - ukrycie,[2] - Z,ŚLĄSKIE,Częstochowa,Częstochowa ul. Szymanowskiego 15,19.1049899999052,50.8110652256481,164516,,
2131930.11146414,6583965.38646566,23226,126557,[2] - Rozpoznanie z urzędnikiem,[1] - droga pożarowa,61,41,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 15, 42-207, Częstochowa, Woj. Śląskie, POL",19.1514540380287,50.7884922610536,164520,,
2131249.19491884,6583349.7382663,23228,126692,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,100,112,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 4, 42-207, Częstochowa, Śląskie, POL",19.1453372606302,50.7849958556272,164525,,
2131184.22191948,6583259.60659096,23231,126715,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,59,64,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Hansa Christiana Andersena 3, 42-207, Częstochowa, Śląskie, POL",19.1447535982464,50.7844839555056,164532,,
2132970.87460033,6587076.98794998,23232,12716,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,112,83,1,[2] - (U) - ukrycie,[2] - Z,ŚLĄSKIE,Częstochowa,Częstochowa ul. Legionów 90/100,19.1608033723526,50.8061597495158,164533,,
2131137.23161786,6583294.52659554,23234,126725,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,104,127,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 2, 42-207, Częstochowa, Woj. Śląskie, POL",19.1443314771849,50.7846822832796,164538,,
2131939.57748589,6583885.27717478,23236,126789,[2] - Rozpoznanie z urzędnikiem,[1] - droga pożarowa,56,37,3,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 17, 42-207, Częstochowa, Woj. Śląskie, POL",19.1515390727489,50.7880373170632,164540,,
2131124.24259537,6583138.06390413,23239,126817,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,80,87,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Wojska Polskiego 116, 42-207, Częstochowa, Śląskie, POL",19.1442147948106,50.7837936486203,164546,,
2126840.09242562,6587945.32981939,23241,15954,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,86,71,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,Częstochowa ul. Stryjeńskiej 4/7,19.1057296190411,50.8110889510935,164551,,
2131215.87162545,6583185.25963824,23242,126918,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,59,64,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Hansa Christiana Andersena 3, 42-207, Częstochowa, Śląskie, POL",19.1450379123925,50.78406170002,164552,,
2126871.0889842,6587899.5195027,23244,15961,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,37,26,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,Częstochowa ul. Stryjeńskiej 4/6,19.1060080658644,50.8108289187162,164630,,
2131823.7229041,6583765.71906078,23246,127004,[2] - Rozpoznanie z urzędnikiem,[1] - droga pożarowa,76,51,3,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Wojska Polskiego 13A, 42-208, Częstochowa, Woj. Śląskie, POL",19.1504983333333,50.7873583333333,164633,,
2131359.58905141,6583405.92600905,23247,127017,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,127,150,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 6, 42-207, Częstochowa, Woj. Śląskie, POL",19.1463289479958,50.7853149693753,164634,,
2131757.1426946,6583724.85207928,23248,127160,[2] - Rozpoznanie z urzędnikiem,[1] - droga pożarowa,140,93,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Wojska Polskiego 13, 42-208, Częstochowa, Woj. Śląskie, POL",19.1499002331352,50.7871262429717,164635,,
2131487.23418734,6583387.00737498,23250,127224,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,58,70,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Marii Pawlikowskiej-Jasnorzewskiej 4, 42-207, Częstochowa, Śląskie, POL",19.1474756037613,50.7852075227639,164638,,
2127696.45288527,6587179.33954555,23252,16030,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,54,54,4,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,Częstochowa ul. Śląska 30,19.1134224359373,50.8067407823371,164642,,
2131449.94459508,6583329.75467047,23253,127288,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,59,64,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Marii Pawlikowskiej-Jasnorzewskiej 1, 42-207, Częstochowa, Śląskie, POL",19.1471406256547,50.7848823598832,164643,,
2127384.11968007,6586628.5838424,23255,16125,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,78,76,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,Częstochowa ul. Dunikowskiego 12,19.1106166990176,50.8036141495149,164647,,
2131424.26652914,6583390.66542739,23256,127338,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,59,64,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Marii Pawlikowskiej-Jasnorzewskiej 1, 42-207, Częstochowa, Śląskie, POL",19.1469099556637,50.7852282983494,164648,,
2131624.99821289,6583657.08313388,23328,127355,[2] - Rozpoznanie z urzędnikiem,[1] - droga pożarowa,131,87,2,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 11, 42-207, Częstochowa, Śląskie, POL",19.1487131590589,50.7867413693586,164722,,
2127477.2293953,6587262.26574443,23329,16652,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,173,118,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"Marszałka Ferdynanda Focha 28/32, 42-217 Częstochowa",19.1114531178205,50.8072115351442,164723,,
2131491.2561761,6583475.52779027,23330,127412,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,100,100,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 8, 42-207, Częstochowa, Woj. Śląskie, POL",19.1475117339011,50.7857102640516,164724,,
2131541.71655725,6583434.92061824,23331,127556,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,64,61,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,Iłłakiewiczówny 2 Częstochowa,19.1479650272174,50.785479641065,164727,,
2135661.06028901,6585089.06589706,23332,16983,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,90,97,2,[2] - (U) - ukrycie,[2] - Z,ŚLĄSKIE,Częstochowa,"Wielkopiecowa 16, 42-202 Częstochowa",19.1849697215652,50.7948732166285,164728,,
2131664.83192473,6583567.00418447,23333,127635,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,100,100,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 10, 42-207, Częstochowa, Woj. Śląskie, POL",19.1490709913806,50.7862297877941,164731,,
2127006.4586647,6587466.17044843,23334,17135,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,70,66,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"Mikołaja Kopernika 46, 42-200 Częstochowa",19.1072241123944,50.8083690347078,164732,,
2131438.20756768,6583555.40037364,23335,127638,[2] - Rozpoznanie z urzędnikiem,[1] - droga pożarowa,131,87,3,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Pokoju 7, 42-207, Częstochowa, Śląskie, POL",19.1470351901436,50.7861638863554,164735,,
2131769.01177789,6583268.34212646,23336,17981,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,50,33,3,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"Michała Ossowskiego 32, 42-207 Częstochowa",19.1500068549245,50.7845335689603,164736,,
2131652.14392176,6583483.20535534,23337,127718,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,64,61,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,Iłłakiewiczówny 1 Częstochowa,19.1489570131106,50.7857538676247,164739,,
2134308.46044692,6584101.90677222,23338,18385,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,250,200,8,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"Aleja Pokoju 44, 42-202 Częstochowa",19.1728191104507,50.7892675553436,164740,,
2128788.40621728,6586983.4231853,23339,18849,[2] - Rozpoznanie z urzędnikiem,[1] - droga pożarowa,58,72,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,Częstochowa ul. Piotrkowska 19/21,19.1232316196142,50.8056285917356,164741,,
2136917.47297661,6585497.58390539,23340,19427,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,158,190,6,[2] - (U) - ukrycie,[2] - Z,ŚLĄSKIE,Częstochowa,Częstochowa ul. Legionów 224,19.1962562687695,50.7971928218327,164742,,
2125679.25866613,6579847.84976117,23342,27838,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,135,90,9,[2] - (U) - ukrycie,[2] - Z,ŚLĄSKIE,Częstochowa,"Żyzna 13, 42-202 Częstochowa",19.0953016719564,50.7651028643189,164744,,
2128215.18587305,6585606.12040076,23343,34216,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,225,200,1,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"Filomatów 30/32, 42-217 Częstochowa",19.1180822936503,50.7978090833113,164745,,
2127887.6585412,6587968.02543612,23344,41311,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,25,17,4,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliana Tuwima 6, 42-217, Częstochowa, Śląskie, POL",19.1151400655686,50.8112177773281,164746,,
2128775.1494268,6590467.40527326,23345,55702,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,61,60,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Kiedrzyńska 65, 42-202, Częstochowa, Śląskie, POL",19.1231125318391,50.8254027346101,164747,,
2128566.31184637,6590202.62903145,23346,56501,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,40,40,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Księżycowa 8, 42-202, Częstochowa, Śląskie, POL",19.1212365119351,50.8239002300153,164748,,
2127011.9600655,6588419.1543084,23347,57489,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,78,100,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Racławicka 36, 42-217, Częstochowa, Śląskie, POL",19.1072735323186,50.8137784286424,164749,,
2127596.1117398,6587310.47073837,23348,58232,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,160,200,4,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Feliksa Nowowiejskiego 11, 42-217, Częstochowa, Śląskie, POL",19.1125210560913,50.8074851815397,164750,,
2127348.29918737,6587087.55485045,23349,58984,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,105,140,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Polskiej Organizacji Wojskowej 30, 42-217, Częstochowa, Śląskie, POL",19.1102949180568,50.8062197363699,164751,,
2126957.15996302,6587894.79141205,23350,59730,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,110,130,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 11, 42-217, Częstochowa, Śląskie, POL",19.1067812546223,50.8108020806475,164752,,
2126846.60791521,6586974.79470103,23351,60211,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,134,171,6,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, Województwo śląskie, POL",19.1057881486799,50.8055796083921,164753,,
2127361.14642631,6586660.50145416,23352,61078,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,81,110,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Xawerego Dunikowskiego 10, 42-217, Częstochowa, Śląskie, POL",19.1104103267678,50.8037953510852,164754,,
2131007.01912667,6583596.44634722,23353,62120,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,140,162,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Norberta Barlickiego 2, 42-207, Częstochowa, Śląskie, POL",19.1431617584747,50.7863969980386,164755,,
2131825.67840137,6583217.78442604,23354,62428,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,69,86,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Prusa 9, 42-207, Częstochowa, Śląskie, POL",19.1505158998642,50.7842464258823,164756,,
2127720.26599912,6587898.07251125,23371,104749,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,88,114,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Śląska 2, 42-217, Częstochowa, Śląskie, POL",19.1136363527786,50.8108207051579,164773,,
2127669.80561716,6587928.22930758,23372,104857,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,137,135,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Szymanowskiego 1, 42-217, Częstochowa, Śląskie, POL",19.1131830594551,50.8109918838976,164774,,
2127601.72680429,6587917.52309868,23373,104979,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,79,98,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Feliksa Nowowiejskiego 1, 42-217, Częstochowa, Śląskie, POL",19.1125714970738,50.8109311124164,164775,,
2127552.84674163,6587989.20539969,23374,105128,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,115,141,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Feliksa Nowowiejskiego 2, 42-217, Częstochowa, Śląskie, POL",19.1121324,50.811338,164776,,
2127552.05052059,6587933.96770381,23375,105345,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,115,135,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Feliksa Nowowiejskiego 4, 42-217, Częstochowa, Śląskie, POL",19.1121252474247,50.8110244566312,164777,,
2127469.2901881,6587884.42956714,23376,105448,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,110,130,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 3, 42-217, Częstochowa, Śląskie, POL",19.1113817987088,50.8107432636363,164778,,
2127378.14300896,6587932.29036867,23377,105584,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,110,130,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 5, 42-217, Częstochowa, Śląskie, POL",19.1105630096675,50.8110149356126,164779,,
2127439.33244915,6587885.92247828,23378,105840,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,185,235,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 3a, 42-217, Częstochowa, Śląskie, POL",19.111112683761,50.8107517378626,164780,,
2127330.9205878,6587885.3380952,23379,106015,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,201,218,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Polskiej Organizacji Wojskowej 3, 42-217, Częstochowa, Śląskie, POL",19.1101388034407,50.8107484207233,164781,,
2127259.89120711,6587866.55116119,23380,106119,[2] - Rozpoznanie z urzędnikiem,[4] - brak drogi,109,114,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Polskiej Organizacji Wojskowej 8, 42-217, Częstochowa, Śląskie, POL",19.1095007356578,50.8106417801441,164782,,
2127215.6413341,6587882.98687562,23381,106242,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,110,130,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Polskiej Organizacji Wojskowej 7, 42-217, Częstochowa, Śląskie, POL",19.1091032322853,50.8107350744707,164783,,
2127126.33873952,6587879.89697639,23382,106456,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,265,350,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 9, 42-217, Częstochowa, Śląskie, POL",19.1083010134291,50.8107175352371,164784,,
2126923.34932555,6587869.47034579,23383,106613,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,110,130,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Zofii Stryjeńskiej 5, 42-217, Częstochowa, Śląskie, POL",19.1064775284983,50.8106583503751,164785,,
2126706.45565545,6588055.14226286,23384,106871,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,68,80,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Gen. Kazimierza Pułaskiego 1/3, 42-217, Częstochowa, Śląskie, POL",19.1045291395095,50.8117122718385,164786,,
2126706.21880624,6588039.62268001,23385,107351,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,120,130,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Gen. Kazimierza Pułaskiego 1/3, 42-217, Częstochowa, Śląskie, POL",19.1045270118568,50.8116241796131,164787,,
2126704.62636633,6588100.73249172,23386,107495,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,79,94,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 81, 42-217, Częstochowa, Woj. Śląskie, POL",19.1045127067257,50.8119710500443,164788,,
2126952.01321232,6587951.89547795,23387,107665,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,62,63,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 22, 42-217, Częstochowa, Śląskie, POL",19.1067350205741,50.8111262195189,164789,,
2127000.39679105,6587950.70114933,23388,107723,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,62,63,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 20, 42-217, Częstochowa, Śląskie, POL",19.1071696576569,50.811119440194,164790,,
2127137.61187033,6587942.1162164,23389,107858,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,76,88,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 16, 42-217, Częstochowa, Śląskie, POL",19.1084022816862,50.8110707098168,164791,,
2127203.26676713,6587936.5426841,23390,107914,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,59,70,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 14, 42-217, Częstochowa, Śląskie, POL",19.1089920696589,50.8110390729284,164792,,
2127242.67297599,6587939.13039489,23391,107983,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,48,50,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Szymanowskiego 12, 42-217, Częstochowa, Śląskie, POL",19.109346061656,50.8110537614828,164793,,
2127266.62589562,6587969.83683994,23392,108051,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,41,41,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Polskiej Organizacji Wojskowej 4, 42-217, Częstochowa, Śląskie, POL",19.109561234394,50.8112280593129,164794,,
2127263.64512791,6588081.17487363,23393,108242,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,238,197,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 59, 42-217, Częstochowa, Woj. Śląskie, POL",19.1095344577021,50.8118600377191,164795,,
2127108.78052616,6588088.89069325,23394,108388,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,100,118,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 63, 42-217, Częstochowa, Woj. Śląskie, POL",19.1081432853149,50.8119038340387,164796,,
2127069.8056051,6588036.42152177,23395,108523,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,49,51,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 67A, 42-217, Częstochowa, Woj. Śląskie, POL",19.107793167642,50.8116060091844,164797,,
2126998.20560644,6588091.47840448,23396,108609,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,84,103,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 69, 42-217, Częstochowa, Woj. Śląskie, POL",19.1071499739106,50.8119185223237,164798,,
2126854.54114701,6588095.88322919,23397,108731,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,114,144,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 75, 42-217, Częstochowa, Woj. Śląskie, POL",19.1058594141137,50.8119435248403,164799,,
2127852.89860141,6587972.94064802,23398,109072,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,120,164,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliana Tuwima 7, 42-217, Częstochowa, Śląskie, POL",19.1148278117167,50.8112456773049,164800,,
2127928.11011781,6587857.66038329,23399,109142,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,74,90,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliana Tuwima 2, 42-217, Częstochowa, Śląskie, POL",19.115503448264,50.810591313192,164801,,
2127930.06749073,6587954.66583579,23400,109192,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,120,155,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliana Tuwima 6, 42-217, Częstochowa, Śląskie, POL",19.1155210316441,50.8111419447984,164802,,
2128849.3449643,6590146.207972,23401,112631,[2] - Rozpoznanie z urzędnikiem,[2] - inna droga utwardzona,78,86,5,[2] - (U) - ukrycie,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Kosmiczna 2, 42-202, Częstochowa, Śląskie, POL",19.1237790416926,50.8235800556854,164803,,
